"","Time","Well","OD600","Colony","Dose"
"503",60,"V7",0.049,"A","WT10kGy"
"504",75,"V7",0.0525833333333334,"A","WT10kGy"
"505",90,"V7",0.0588333333333333,"A","WT10kGy"
"506",105,"V7",0.0749166666666667,"A","WT10kGy"
"507",120,"V7",0.07525,"A","WT10kGy"
"508",135,"V7",0.08025,"A","WT10kGy"
"509",150,"V7",0.0911666666666667,"A","WT10kGy"
"510",165,"V7",0.10675,"A","WT10kGy"
"511",180,"V7",0.116416666666667,"A","WT10kGy"
"512",195,"V7",0.127583333333333,"A","WT10kGy"
"513",210,"V7",0.143833333333333,"A","WT10kGy"
"514",225,"V7",0.163916666666667,"A","WT10kGy"
"515",240,"V7",0.180583333333333,"A","WT10kGy"
"516",255,"V7",0.199666666666667,"A","WT10kGy"
"517",270,"V7",0.223083333333333,"A","WT10kGy"
"518",285,"V7",0.247666666666667,"A","WT10kGy"
"519",300,"V7",0.278166666666667,"A","WT10kGy"
"520",315,"V7",0.302416666666667,"A","WT10kGy"
"521",330,"V7",0.335,"A","WT10kGy"
"522",345,"V7",0.365416666666667,"A","WT10kGy"
"523",360,"V7",0.403416666666667,"A","WT10kGy"
"524",375,"V7",0.442,"A","WT10kGy"
"525",390,"V7",0.47475,"A","WT10kGy"
"526",405,"V7",0.51775,"A","WT10kGy"
